X.UTM20	Y.UTM20	ID_2	pH	EC	SOC	TN	Mn	Cu	Zn	WHC	Sand	Silt	Clay	Al.Ox.	Fe.Ox.	P	K	Ca	Na	Mg	CEC	Elevation	Tm	pp	TvsPP	Kdg	Kda	Kdg_measured	Kda_measured	Zone_4	geometry	log_kda_sim	cat_kda_sim	log_kdg_sim	cat_kdg_sim	land_uses_obs	adapt_obs	betasok	vida_media	CATvida_media	LN_vida_media	Porcentaje2_rec
360020.37	6412715.79	286	7.3	0.12	17.28	0.13	140	2.2	2.75	14.3	58	32.2	9.8	0.104722795321537	.	34.18	858	2280	253	433.2	14.5	641	163	688	0.24	.	.	"No"	"No"	"II"	"c(360020.37, 6412715.79)"	0.325938118981259	"medium"	2.11958075769043	"low"	NO_Grass_crop	0	.	.	.	.	.
422555.73	6416998.92	196	6.70	0.13	13.76	0.10	135.70	2.20	0.01	20.20	35.30	46.60	18.10	0.15	0.09	10.53	585.00	1980	69.00	568.80	11.50	308	168	786	0.21	32.52	3.32	"Yes"	"Yes"	"III"	"c(422555.73, 6416998.92)"	1.1999647829284	"high"	3.48185528467961	"medium"	NO_Grass_crop	0	-0.0728520160999418	9.51445433725614	.	2.25281215146901	79.7959183673469
500936.89	6377536.04	87	7.00	0.26	12.55	0.13	98.50	2.10	1.07	21.80	22.80	55.90	21.30	0.15	0.16	68.79	858.00	1286	299.00	576.00	12.20	146	168	798	0.21	23.61	3.03	"Yes"	"Yes"	"III"	"c(500936.89, 6377536.04)"	1.10856261952128	"high"	3.16167035109742	"medium"	NO_Grass_crop	0	-0.0554871562238208	12.4920292862725	.	2.5250907838203	87.1428571428571
420123.24	6377094.15	198	5.99	0.14	13.51	0.12	126.20	1.40	0.76	19.10	46.40	35.10	18.60	0.12	0.13	25.45	663.00	1288	253.00	292.80	10.00	307	169	798	0.21	33.7	3.69	"Yes"	"Yes"	"IV"	"c(420123.24, 6377094.15)"	1.30562645805244	"high"	3.51749783735832	"high"	NO_Grass_crop	0	-0.0422883271207795	16.3909813358247	.	2.79673126502222	81.8367346938775
419886.44	6437078.79	195	7.00	0.05	9.58	0.05	123.50	1.60	0.16	10.20	69.30	0.00	30.70	0.16	.	36.19	312.00	1260	253.00	228.00	9.00	327	168	785	0.21	.	2.44	"No"	"Yes"	"IV"	"c(419886.44, 6437078.79)"	0.89199803930511	"high"	3.91733781649169	"high"	NO_Grass_crop	0	.	.	.	.	.
440689.25	6459393.96	164	7.00	0.10	10.40	0.14	129.50	1.10	0.11	18.10	23.10	53.40	23.50	0.15	.	24.02	783.90	2038	6.90	312.00	15.08	279	171	786	0.22	.	.	"No"	"No"	"III"	"c(440689.25, 6459393.96)"	1.05851157369864	"high"	3.49034329868226	"high"	NO_Grass_crop	0	.	.	.	.	.
420262.09	6480316.16	193	6.90	0.09	15.99	0.11	184.10	1.20	0.19	19.80	17.40	59.20	23.50	0.14	.	28.32	819.00	1544	207.00	614.40	17.80	325	173	774	0.22	.	.	"No"	"No"	"III"	"c(420262.09, 6480316.16)"	1.08104605206436	"high"	3.48844409505798	"high"	NO_Grass_crop	0	.	.	.	.	.
437197.36	6476251.34	163	6.60	0.31	14.80	0.13	140.40	1.10	0.32	18.80	23.40	53.40	23.20	0.15	.	32.51	912.60	1884	13.80	360.00	19.96	280	172	788	0.22	.	.	"No"	"No"	"III"	"c(437197.36, 6476251.34)"	1.16739337850674	"high"	3.68895332581442	"high"	NO_Grass_crop	0	.	.	.	.	.
413075.1	6197489.78	207	6.30	0.12	7.51	0.07	55.10	0.30	0.01	12.40	71.20	15.50	13.30	0.09	.	20.04	585.00	1872	299.00	326.40	11.20	165	169	734	0.23	.	.	"No"	"No"	"IV"	"c(413075.1, 6197489.78)"	0.473584207040542	"high"	2.75120975059044	"medium"	NO_Grass_crop	0	.	.	.	.	.
498859.46	6582924.35	77	6.00	6.29	20.75	0.22	184.20	3.30	3.36	28.40	17.30	48.70	34.00	0.22	0.13	88.32	897.00	4140	92.00	1176.00	28.20	88	182	843	0.22	120.95	4.3	"Yes"	"Yes"	"III"	"c(498859.46, 6582924.35)"	1.45861502269952	"high"	4.79537723705604	"high"	NO_Grass_crop	0	.	.	.	.	.
415114.34	6136351.04	210	6.40	0.16	12.67	0.15	87.90	0.60	2.00	15.10	62.30	24.60	13.10	0.10	0.12	56.73	858.00	1400	368.00	336.00	13.10	145	167	692	0.24	13.48	1.26	"Yes"	"Yes"	"IV"	"c(415114.34, 6136351.04)"	0.231111720963387	"high"	2.60120710548416	"medium"	NO_Grass_crop	0	-0.0418604207095383	16.5585335457941	.	2.80690159103804	84.8979591836735
415498.84	6218452.95	206	6.20	0.17	10.50	0.10	76.90	0.30	0.64	12.20	68.80	18.40	12.80	0.08	0.11	30.36	663.00	1672	69.00	412.80	11.00	165	170	753	0.23	.	.	"No"	"No"	"IV"	"c(415498.84, 6218452.95)"	0.628877603535745	"high"	2.58557930218272	"medium"	NO_Grass_crop	0	.	.	.	.	.
491398.68	6442386.3	84	6.90	0.18	18.03	0.16	191.20	1.20	1.62	21.80	18.00	61.80	20.20	0.14	.	69.61	858.00	1850	253.00	424.80	16.40	184	170	787	0.22	.	3.15	"No"	"Yes"	"III"	"c(491398.68, 6442386.3)"	1.14740245283754	"high"	3.30334416753	"medium"	NO_Grass_crop	0	.	.	.	.	.
503024.7	6459416.44	83	7.00	0.16	13.29	0.12	191.10	0.50	0.34	18.70	11.80	88.10	0.10	0.14	0.11	35.88	936.00	1460	299.00	396.00	16.30	165	171	807	0.21	38.19	2.66	"Yes"	"Yes"	"III"	"c(503024.7, 6459416.44)"	0.978326122793608	"high"	3.64257370123742	"low"	NO_Grass_crop	0	-0.0498226144653804	13.9123004281837	.	2.63277337171414	87.1428571428571
442482.7	6521238.9	161	7.40	0.17	14.37	0.11	180.10	1.50	0.01	19.80	15.30	59.70	25.10	0.14	.	36.60	889.20	2528	18.40	230.40	22.27	254	173	804	0.22	.	.	"No"	"No"	"III"	"c(442482.7, 6521238.9)"	1.25679131011859	"high"	3.20521199157488	"medium"	NO_Grass_crop	0	.	.	.	.	.
418820.67	6517895.2	191	6.70	0.19	17.06	0.14	210.40	1.10	1.06	19.50	18.90	57.70	23.40	0.13	.	79.02	975.00	2400	92.00	600.00	11.60	327	173	787	0.22	.	.	"No"	"No"	"III"	"c(418820.67, 6517895.2)"	1.21501094390374	"high"	3.48361288694951	"high"	NO_Grass_crop	0	.	.	.	.	.
603163.55	6576899.24	2	6.60	0.22	25.98	0.23	259.50	3.70	4.02	29.30	2.30	67.00	30.80	0.15	0.17	76.26	908.70	2556	25.30	549.60	27.70	100	182	908	0.2	53.94	2.69	"Yes"	"Yes"	"III"	"c(603163.55, 6576899.24)"	0.989541193613748	"medium"	3.98787231771158	"high"	NO_Grass_crop	0	.	.	.	.	.
596537.13	6390517.74	3	7.40	0.72	17.29	0.19	177.30	4.20	2.67	28.90	12.00	66.00	24.00	0.12	.	51.52	787.80	1622	255.30	244.80	17.90	87	173	876	0.2	.	.	"No"	"No"	"III"	"c(596537.13, 6390517.74)"	1.33036687132067	"medium"	2.94379352112005	"medium"	NO_Grass_crop	0	.	.	.	.	.
462475.69	6557023.01	129	7.20	0.17	14.54	0.19	197.40	2.30	1.33	17.90	41.40	35.20	23.30	0.10	0.05	44.77	881.40	2746	6.90	76.80	15.05	165	178	820	0.22	44.73	3.8	"Yes"	"Yes"	"III"	"c(462475.69, 6557023.01)"	1.33500106673234	"high"	3.80064441744476	"medium"	NO_Grass_crop	0	-0.0444417348835098	15.5967624211074	.	2.74706335560819	92.0408163265306
440098.62	6250708.9	174	6.42	0.19	8.51	0.08	126.00	0.30	0.01	12.10	59.70	30.10	10.20	0.10	.	8.59	565.50	922	110.40	224.40	8.58	153	171	793	0.22	.	.	"No"	"No"	"IV"	"c(440098.62, 6250708.9)"	0.8754042661733	"high"	2.65106393372232	"medium"	NO_Grass_crop	0	.	.	.	.	.
442929	6343521.97	170	5.71	0.16	10.21	0.09	61.10	0.30	0.01	12.10	62.60	26.50	10.90	0.12	.	27.29	682.50	1036	9.20	314.40	9.71	215	170	803	0.21	.	.	"No"	"No"	"IV"	"c(442929, 6343521.97)"	1.05290451994244	"high"	3.35345986511446	"medium"	NO_Grass_crop	0	.	.	.	.	.
478336.13	6581409.06	102	7.40	0.26	15.44	0.15	211.60	2.30	1.51	25.70	15.80	55.40	28.80	0.12	.	83.00	1248.00	2304	253.00	692.40	14.40	132	181	832	0.22	.	.	"No"	"No"	"III"	"c(478336.13, 6581409.06)"	1.31214454782615	"high"	3.26457128929269	"medium"	NO_Grass_crop	0	.	.	.	.	.
472449.69	6531217.66	104	7.60	0.09	13.32	0.12	176.10	2.10	0.06	20.30	12.90	62.70	24.40	0.13	.	32.40	822.90	2230	11.50	255.60	14.00	183	175	823	0.21	.	.	"No"	"No"	"III"	"c(472449.69, 6531217.66)"	1.22990256837401	"high"	3.03979816478764	"medium"	NO_Grass_crop	0	.	.	.	.	.
414895.03	6575416.09	188	7.00	0.17	17.94	0.15	292.70	1.50	0.45	22.40	10.70	61.90	27.30	0.11	.	63.58	889.20	2844	4.60	244.80	21.22	362	169	780	0.22	.	4.02	"No"	"Yes"	"III"	"c(414895.03, 6575416.09)"	1.39128190263093	"high"	3.26580361012912	"medium"	NO_Grass_crop	0	.	.	.	.	.
408415.59	6559530.63	189	6.90	0.17	24.55	0.22	271.30	1.50	1.52	26.50	10.60	58.10	31.30	0.12	.	58.57	897.00	3300	92.00	370.80	28.20	397	166	783	0.21	.	.	"No"	"No"	"III"	"c(408415.59, 6559530.63)"	1.51552695127921	"medium"	3.67021089664224	"high"	NO_Grass_crop	0	.	.	.	.	.
440150.88	6437218.73	165	6.80	0.09	12.62	0.10	93.40	5.60	0.24	26.70	39.50	47.40	13.00	0.14	.	13.90	663.00	2228	92.00	622.80	17.20	284	169	783	0.22	.	.	"No"	"No"	"III"	"c(440150.88, 6437218.73)"	1.04775538857083	"high"	2.94911321274282	"medium"	NO_Grass_crop	0	.	.	.	.	.
505459.79	6279686.88	92	5.93	0.08	10.48	0.10	73.00	0.50	0.01	12.70	66.50	16.70	16.80	0.13	.	12.37	620.10	1218	6.90	326.40	12.56	125	168	792	0.21	.	.	"No"	"No"	"IV"	"c(505459.79, 6279686.88)"	1.05956645528561	"high"	3.6295479042365	"high"	NO_Grass_crop	0	.	.	.	.	.
601138.47	6353446.4	5	6.90	0.04	15.08	0.10	202.50	2.40	0.50	25.40	13.80	57.40	28.80	0.13	.	34.76	624.00	2162	11.50	363.60	19.90	105	170	866	0.2	.	2.31	"No"	"Yes"	"III"	"c(601138.47, 6353446.4)"	0.837247524533702	"low"	3.68974778014815	"high"	NO_Grass_crop	0	.	.	.	.	.
457980.52	6478448.42	133	6.80	0.16	13.25	0.13	153.60	2.90	0.02	19.00	14.10	62.60	23.30	0.15	.	54.38	1084.20	1962	9.20	392.40	20.32	240	172	794	0.22	.	.	"No"	"No"	"III"	"c(457980.52, 6478448.42)"	1.18661289012368	"high"	3.58641673217884	"high"	NO_Grass_crop	0	.	.	.	.	.
480565.52	6497231.48	106	6.90	0.19	14.31	0.12	180.40	1.90	0.29	19.90	14.70	60.90	24.30	0.15	.	53.56	897.00	2120	345.00	444.00	11.19	192	173	813	0.21	.	.	"No"	"No"	"III"	"c(480565.52, 6497231.48)"	1.23677108164578	"high"	3.55335945171071	"high"	NO_Grass_crop	0	.	.	.	.	.
522520.03	6315973.81	67	6.60	0.04	12.06	0.14	95.90	0.80	0.87	17.60	35.20	43.70	21.10	0.14	.	24.64	819.00	1446	322.00	229.20	14.80	116	168	810	0.21	.	4.32	"No"	"Yes"	"III"	"c(522520.03, 6315973.81)"	1.46325540225602	"low"	3.49340051001814	"high"	NO_Grass_crop	0	.	.	.	.	.
390997.43	6456295.53	224	7.2	0.09	11.75	0.11	123.5	1.7	0.21	16.6	34.6	44.4	21	0.132935152850325	.	9.2	702	2360	368	350.4	16.8	444	167	741	0.23	.	.	"No"	"No"	"III"	"c(390997.43, 6456295.53)"	0.619389563474849	"high"	3.0860771836302	"medium"	NO_Grass_crop	0	.	.	.	.	.
399621.51	6436898.31	225	7	0.18	8.73	0.07	95.3	0.9	0.42	11.6	54.4	30.8	14.9	0.129231141414499	.	10.94	546	1512	322	338.4	12.5	389	167	783	0.21	.	.	"No"	"No"	"IV"	"c(399621.51, 6436898.31)"	0.69737702391209	"high"	2.85014603277233	"medium"	NO_Grass_crop	0	.	.	.	.	.
399062.75	6541123.71	220	7.3	0.15	10.15	0.1	199.4	2.3	1.07	19.2	17.8	59	23.1	0.114862983339975	.	33.94	819	2860	253	144	18	317	168	784	0.21	.	.	"No"	"No"	"III"	"c(399062.75, 6541123.71)"	0.995757355598057	"high"	2.94371996457992	"medium"	NO_Grass_crop	0	.	.	.	.	.
480871.37	6337608.27	114	6.10	0.36	8.55	0.11	138.60	1.00	0.41	13.70	45.20	42.90	11.80	0.13	.	30.05	858.00	980	184.00	576.00	8.30	147	170	798	0.21	.	.	"No"	"No"	"IV"	"c(480871.37, 6337608.27)"	1.06628665050633	"high"	3.20011487292706	"medium"	NO_Grass_crop	0	.	.	.	.	.
399184.91	6498205.87	222	7	0.17	11.19	0.1	304.1	2.1	0.64	19	21.8	53.8	24.4	0.132662906849254	.	34.35	702	2280	299	282	16.4	383	174	741	0.23	.	.	"No"	"No"	"III"	"c(399184.91, 6498205.87)"	0.77989875684866	"high"	3.38312791377399	"medium"	NO_Grass_crop	0	.	.	.	.	.
523948.48	6338316.61	66	6.30	0.20	9.41	0.11	162.20	0.70	0.15	17.60	29.10	46.80	24.10	0.14	.	63.79	936.00	1820	345.00	276.00	18.00	115	168	817	0.21	.	3.97	"No"	"Yes"	"III"	"c(523948.48, 6338316.61)"	1.3787660946991	"low"	3.84400279562565	"high"	NO_Grass_crop	0	.	.	.	.	.
402509.29	6212628.59	236	7.5	0.12	10.78	0.1	108	1.4	0.15	16.1	59.8	23.2	17	0.0913228613205261	.	32.3	741	964	276	194.4	11.4	180	170	737	0.23	.	.	"No"	"No"	"IV"	"c(402509.29, 6212628.59)"	0.516210877148489	"high"	2.1925618163727	"low"	NO_Grass_crop	0	.	.	.	.	.
516398.81	6523475.26	57	7.00	0.09	13.84	0.14	183.40	1.70	0.94	21.40	11.40	62.20	26.50	0.14	.	59.70	897.00	2520	299.00	354.00	25.50	130	176	837	0.21	.	3.3	"No"	"Yes"	"III"	"c(516398.81, 6523475.26)"	1.19392246847243	"low"	3.57094084291583	"high"	NO_Grass_crop	0	.	.	.	.	.
481424.93	6268437.49	117	6.40	0.13	13.98	0.12	108.80	0.60	0.75	14.90	57.80	24.70	17.50	0.13	.	35.57	780.00	1728	345.00	336.00	12.20	129	170	790	0.22	.	.	"No"	"No"	"IV"	"c(481424.93, 6268437.49)"	1.17077273145812	"high"	3.34958422076105	"medium"	NO_Grass_crop	0	.	.	.	.	.
522161.5	6361885.51	65	6.50	0.07	14.20	0.13	157.50	0.70	2.12	18.80	28.80	54.50	16.70	0.13	.	86.68	897.00	1760	299.00	356.40	15.20	120	168	824	0.2	.	3.63	"No"	"Yes"	"III"	"c(522161.5, 6361885.51)"	1.28923264827676	"low"	3.21217580882743	"medium"	NO_Grass_crop	0	.	.	.	.	.
460337.21	6457270.37	134	7.40	0.09	9.84	0.12	174.70	2.80	0.11	17.80	21.80	59.20	18.90	0.16	0.1	90.16	1170.00	2266	46.00	258.00	17.50	235	171	785	0.22	18.52	3.08	"Yes"	"Yes"	"III"	"c(460337.21, 6457270.37)"	1.12492959698548	"high"	2.91885122921803	"medium"	NO_Grass_crop	0	.	.	.	.	.
526721.79	6505980.35	58	6.90	0.07	14.07	0.15	157.60	1.20	0.58	22.60	6.30	64.30	29.50	0.14	0.1	30.77	858.00	2020	253.00	307.20	24.60	106	175	840	0.21	.	4.17	"No"	"Yes"	"III"	"c(526721.79, 6505980.35)"	1.42791603581071	"low"	3.77901473336554	"high"	NO_Grass_crop	0	.	.	.	.	.
519430.2	6208789.74	72	6.40	0.10	13.85	0.13	274.10	1.10	1.54	20.20	48.00	30.10	22.00	0.15	0.2	18.81	507.00	2246	46.00	328.80	16.10	122	164	763	0.21	57.68	3.92	"Yes"	"Yes"	"IV"	"c(519430.2, 6208789.74)"	1.36609165380237	"low"	4.05491049297669	"high"	NO_Grass_crop	0	-0.0535122981638584	12.9530445214197	.	2.56133085869343	87.3469387755102
260311.31	6503994.26	388	7.5	0.14	10.09	0.12	134.9	1.6	0.02	16.1	58.6	31.3	10.1	0.0700000000000001	0.04	63.08	546	2300	368	528	11.4	284	199	515	0.39	.	0.9	"No"	"Yes"	"I"	"c(260311.31, 6503994.26)"	-0.105360515657826	"medium"	1.49353899251141	"low"	Forest	0	.	.	.	.	.
244261.6	6468474.59	389	8	3.68	9.66	0.1	146.9	2.4	1.05	17	58	33.2	8.8	0.0542707121913476	.	25.31	1053	4800	1633	278.4	13.6	343	195	513	0.38	.	.	"No"	"No"	"I"	"c(244261.6, 6468474.59)"	0.0330485780508568	"low"	0.839970693184985	"low"	Forest	0	.	.	.	.	.
336324.51	6164347.09	329	6.7	0.12	7.62	0.07	29.8	1.1	0.2	6.6	79.4	0	20.6	0.081833548178127	.	49.67	663	896	322	422.4	8.5	250	168	602	0.28	.	0.86	"No"	"Yes"	"IV"	"c(336324.51, 6164347.09)"	-0.150822889734584	"medium"	2.72197452642328	"medium"	Forest	0	.	.	.	.	.
251686.09	6530851.08	386	7.5	0.11	6.96	0.06	131.7	1.7	0.01	11.5	64	26.3	9.7	0.05	0.02	40.32	351	1596	322	487.2	9.2	264	201	496	0.41	2.94	1.03	"Yes"	"Yes"	"I"	"c(251686.09, 6530851.08)"	0.0295588022415444	"low"	1.07840958135059	"low"	Forest	0	.	.	.	.	.
314936.82	6654861.62	333	7.3	0.47	6.8	0.08	109.3	1.9	0.02	10.3	63.8	26.7	9.5	0.06	0.01	25.68	429	5880	345	33.6	9.7	210	204	489	0.42	2.38	.	"Yes"	"No"	"I"	"c(314936.82, 6654861.62)"	-0.0199401778250395	"medium"	0.867100487683383	"low"	Forest	0	-0.0126236963648605	54.9084167209059	.	4.00566664679942	81.6326530612245
292241.24	6594051.38	361	7.2	0.23	14.56	0.11	200.9	2.6	1.39	16	50.7	29.3	20	0.0831663521991474	.	40.32	780	3794	299	874.8	15.8	419	192	508	0.38	.	.	"No"	"No"	"I"	"c(292241.24, 6594051.38)"	0.288006937438598	"medium"	2.40939609136597	"medium"	Forest	0	.	.	.	.	.
463017.16	6617130.56	126	7.30	8.22	17.41	0.19	300.90	0.70	0.97	25.30	19.30	53.00	27.70	0.00	0	29.95	936.00	5014	397.90	358.80	35.80	85	186	816	0.23	.	.	"No"	"No"	"III"	"c(463017.16, 6617130.56)"	1.37416679848893	"high"	1.05396606510794	"low"	Forest	0	.	.	.	.	.
270532.17	6513492.98	378	7	0.16	14.78	0.14	147.4	2.2	2.03	14.1	63.7	29.3	7.1	0.0524455209076371	.	37.3	390	2140	322	408	10	373	194	526	0.37	.	1.39	"No"	"Yes"	"I"	"c(270532.17, 6513492.98)"	0.3293037471426	"medium"	1.32025185379527	"low"	Forest	0	.	.	.	.	.
270093.88	6473571.28	380	8	0.15	8.71	0.09	201.1	2	1.84	17.1	45.8	46.2	8	0.0500000000000001	0.02	32.58	819	3536	276	408	14.2	399	192	540	0.36	.	1.14	"No"	"Yes"	"I"	"c(270093.88, 6473571.28)"	0.131028262406404	"low"	0.715987908369536	"low"	Forest	0	.	.	.	.	.
277578.34	6454922.98	381	6.9	0.17	8.13	0.09	124.7	1.8	0.07	10.5	61.1	29.7	9.1	0.0645298604427317	.	41.83	312	1292	299	408	9.5	457	188	558	0.34	.	1.09	"No"	"Yes"	"I"	"c(277578.34, 6454922.98)"	0.0861776962410524	"medium"	1.70862070471422	"low"	Forest	0	.	.	.	.	.
295007.18	6475753.8	367	7.7	0.16	15.5	0.15	185.5	3	0.01	19.3	38	47.8	14.3	0.07	0.07	12.28	468	3520	276	804	17.2	685	177	583	0.3	.	.	"No"	"No"	"II"	"c(295007.18, 6475753.8)"	0.250827324820558	"medium"	1.59333892804248	"low"	Forest	0	.	.	.	.	.
281465.52	6528076.84	377	7.2	0.11	8.5	0.09	67.2	1.4	0.01	9.1	74.4	18.7	6.9	0.0565213774891731	.	5.1	234	2224	391	232.8	8.9	1103	157	560	0.28	.	.	"No"	"No"	"IV"	"c(281465.52, 6528076.84)"	-0.01473343064521	"medium"	1.26588119037995	"low"	Forest	0	.	.	.	.	.
304823.83	6586069.64	362	7.4	0.18	11.09	0.09	138.6	2.7	0.6	15.7	47.4	38.9	13.6	0.08	0.01	25.4	471.9	5686	9.2	320.4	13.39	536	184	530	0.35	.	.	"No"	"No"	"I"	"c(304823.83, 6586069.64)"	0.224648837831501	"high"	1.90264387032137	"low"	Forest	0	.	.	.	.	.
299158.85	6536650.69	364	7.1	0.15	16.22	0.17	127.6	1.7	0.01	17.3	44.7	33.4	21.9	0.0900000000000001	0.01	4.91	429	7080	207	874.8	15	940	164	569	0.29	2.77	0.99	"Yes"	"Yes"	"II"	"c(299158.85, 6536650.69)"	-0.0100503358535015	"medium"	1.01884732019925	"medium"	Forest	0	.	.	.	.	.
303239.8	6620640.32	360	7.6	0.36	15.17	0.15	193.3	1.8	1.38	14.4	65.3	21.5	13.2	0.0745321282755109	.	36.17	546	3300	253	492	12.2	327	197	496	0.4	.	.	"No"	"No"	"I"	"c(303239.8, 6620640.32)"	0.22535105896673	"low"	1.67219858367661	"low"	Forest	0	.	.	.	.	.
326290.24	6358536.99	346	6.7	0.12	30.5	0.31	124.3	3	1.7	24.2	46.8	52.1	1.1	0.0789448290991058	.	5.19	585	2500	345	266.4	20.4	805	156	705	0.22	.	2.39	"No"	"Yes"	"II"	"c(326290.24, 6358536.99)"	0.871293365943419	"medium"	1.65211098669044	"low"	Forest	0	.	.	.	.	.
318722.78	6592812.81	336	7.5	1.54	14.55	0.16	164.8	2.2	1.56	12.7	61.1	22.9	15.9	0.080379388022584	.	32.3	390	4780	529	278.4	12.9	574	180	544	0.33	.	2.17	"No"	"Yes"	"I"	"c(318722.78, 6592812.81)"	0.774727167552368	"low"	1.96910381517196	"low"	Forest	0	.	.	.	.	.
273995.79	6573164.52	375	7.9	0.13	15.03	0.14	92.7	1.7	0.01	11.3	71.4	25.9	2.8	0.0551489475660871	.	37.11	234	8200	253	600	9.1	681	183	514	0.36	.	0.93	"No"	"Yes"	"I"	"c(273995.79, 6573164.52)"	-0.0725706928348354	"medium"	0.601762380116957	"low"	Forest	0	.	.	.	.	.
307888.35	6436237.59	344	7.4	0.08	13.17	0.11	194.8	2.6	0.01	15	43.5	36.9	19.6	0.09	0.04	11.05	312	2156	276	507.6	13.8	786	166	623	0.27	32.69	.	"Yes"	"No"	"II"	"c(307888.35, 6436237.59)"	0.156683636233695	"medium"	3.48706922073612	"medium"	Forest	0	-0.0365148532031358	18.9826089866471	.	2.94352324351625	87.1428571428571
310568.45	6517138.98	340	7.9	0.18	36.13	0.36	107.5	3	0.96	22	42	40.4	17.6	0.0825489234393534	.	5.95	312	2580	253	355.2	17.7	1425	138	614	0.22	.	.	"No"	"No"	"II"	"c(310568.45, 6517138.98)"	0.9906364539979	"medium"	1.8505144899769	"low"	Forest	0	.	.	.	.	.
278760.28	6590394.23	374	6.8	0.37	17.48	0.16	169	1.9	2.46	16.4	58.3	31.3	10.3	0.0683377930912916	.	36.26	585	1884	299	360	16	444	192	497	0.39	.	.	"No"	"No"	"I"	"c(278760.28, 6590394.23)"	0.238499903713359	"low"	1.89866686385314	"low"	Forest	0	.	.	.	.	.
246082.72	6589469.07	383	7.2	0.55	10.5	0.13	191.1	2	1.36	17.1	53	38.5	8.5	0.0645742454698856	.	42.68	585	2940	368	448.8	13.39	219	205	466	0.44	.	.	"No"	"No"	"I"	"c(246082.72, 6589469.07)"	-0.0121602971948063	"low"	1.49650983179694	"low"	Forest	0	.	.	.	.	.
257921.06	6610370.74	382	7	1.73	10.02	0.09	151.6	1.6	1.6	14.3	58.5	33	8.5	0.08	0.03	32.3	624	1900	736	278.4	11.5	212	206	463	0.44	4.43	0.89	"Yes"	"Yes"	"I"	"c(257921.06, 6610370.74)"	-0.116533816255952	"low"	1.48839958405704	"low"	Forest	0	.	.	.	.	.
295427.46	6437040.03	369	7.3	0.14	16.29	0.18	113.5	1.3	2.33	14.4	57.6	28.8	13.6	0.0808296801377475	.	62.98	585	2470	230	360	13.6	546	179	598	0.3	.	.	"No"	"No"	"I"	"c(295427.46, 6437040.03)"	0.211409078126913	"medium"	1.97627781972052	"low"	Forest	0	-0.0333996706904647	20.7531142143217	.	3.03269631803335	84.8979591836735
250409.82	6572977.82	384	7.4	0.94	5.06	0.05	174.6	1	0.21	10.2	62.2	30.6	7.2	0.0588361598552745	.	24.17	468	1860	943	357.6	7.6	208	205	477	0.43	.	.	"No"	"No"	"I"	"c(250409.82, 6572977.82)"	-0.0852904889893436	"low"	1.20375179476809	"low"	Forest	0	.	.	.	.	.
256688.95	6610529.25	372	6.9	5.05	10.08	0.09	161.7	1.3	1.22	12.5	53.6	39	7.4	0.0667295864874838	.	26.16	429	2740	1403	660	8.6	207	206	461	0.45	.	0.76	"No"	"Yes"	"I"	"c(256688.95, 6610529.25)"	-0.27443684570176	"low"	1.65787644657165	"low"	Forest	0	.	.	.	.	.
284724.37	6544881.61	376	8	0.15	13.82	0.1	85.4	1.8	0.01	21.1	29.1	55.3	15.6	0.0711529963638274	.	2.74	234	2280	322	433.2	14.8	1006	162	552	0.29	.	1.41	"No"	"Yes"	"II"	"c(284724.37, 6544881.61)"	0.343589704390077	"medium"	1.49979335694092	"low"	Forest	0	.	.	.	.	.
271612.19	6610071.71	373	7.1	0.36	12.3	0.12	189.7	2.4	1.16	14.2	51.5	33.9	14.6	0.0760235852914119	.	38.34	429	4368	299	103.2	13.7	274	202	475	0.43	.	1.3	"No"	"Yes"	"I"	"c(271612.19, 6610071.71)"	0.262364264467491	"low"	2.07238963694823	"low"	Forest	0	.	.	.	.	.
326153.79	6628397.33	334	6.8	0.94	15.35	0.14	162.2	1.8	1.12	14.4	56	28.4	15.6	0.0782654487876002	.	26.72	507	2720	391	416.4	14	371	193	520	0.37	.	1.02	"No"	"Yes"	"I"	"c(326153.79, 6628397.33)"	0.0198026272961797	"medium"	2.34274656082345	"medium"	Forest	0	.	.	.	.	.
355738.66	6657257.94	274	8.3	0.14	10.96	0.11	165.1	2.3	2.1	13.6	60.6	27.9	11.5	0.0786233747840053	.	24.08	546	3806	276	134.4	10	408	194	535	0.36	.	.	"No"	"No"	"I"	"c(355738.66, 6657257.94)"	0.121967083505352	"medium"	1.22657649296687	"low"	Forest	0	.	.	.	.	.
388211.04	6657911.83	214	7.4	0.15	13.13	0.12	95.9	0.8	0.01	9.6	62.2	22.9	14.9	0.06	0.04	8.08	273	2820	276	186	9.95	911	156	680	0.23	4.3	.	"Yes"	"No"	"II"	"c(388211.04, 6657911.83)"	0.519138172394725	"medium"	1.45861502269952	"low"	Forest	0	.	.	.	.	.
362072.5	6681196.78	273	7.6	0.18	20.8	0.25	99.6	2.1	0.05	17.2	53.9	29	17.1	0.097178157121724	.	11.52	351	3218	345	250.8	16.4	362	196	563	0.35	.	1.83	"No"	"Yes"	"I"	"c(362072.5, 6681196.78)"	0.60431596685333	"medium"	2.22093148125689	"low"	Forest	0	.	.	.	.	.
358202.87	6708195.37	272	6.7	0.27	8.9	0.11	146.9	1.6	1.13	13.7	58.6	31.1	10.3	0.0997745283466569	.	68.18	546	1900	276	278.4	11	160	206	557	0.37	.	.	"No"	"No"	"I"	"c(358202.87, 6708195.37)"	0.258078516741327	"medium"	2.44311932246594	"medium"	Forest	0	.	.	.	.	.
